name	address	postcode	tel	website	latitude	longitude
Midori Sushi	3420 Geary Blvd	94118	(415) 221-2522		37.781527	-122.456024
Monaghan's	3259 Pierce St	94123	(415) 567-4466	http://www.monaghanssf.com	37.799915	-122.439554
Moka Coffee	1605 Polk St	94109			37.791681	-122.421031
Mr Pickles Sandwich Shop	3380 20th St	94110	(415) 826-0143	http://www.sfmrpickles.com	37.758899	-122.416591
Manora's Thai Cuisine	1600 Folsom St	94103	(415) 861-6224	http://www.manorathai.com	37.77077	-122.415121
Martha and Bros. Coffee	401 Irving St	94122	(415) 742-4662		37.764207	-122.462175
Mixt Greens	70 Mission St	94105	(415) 296-8009	http://www.mixtgreens.com	37.792929	-122.393871
Martin Macks Gastropub	1568 Haight St	94117	(415) 861-1586	http://www.martinmackssf.com	37.769794	-122.44781
Metropolitan Restaurant	248 Sutter St	94108	(415) 982-6440		37.789741	-122.404638
Melt Gelato and Crepe Cafe	845 Market St	94103	(415) 896-6358	http://www.meltgelato.com	37.784443	-122.406801
Mi Pueblito Market	2765 Mission St	94110	(415) 643-3957		37.752835	-122.418142
McDonald's	5454 Mission St	94112	(415) 333-1011	http://www.mcarizona.com/10179	37.713147	-122.444456
Mr Pizza Man	100 Pine St	94111	(415) 641-5933		37.792521	-122.398791
Mission Street Oyster Bar	2282 Mission St	94110	(415) 621-6987	http://www.missionstreetoysterbar.com	37.760611	-122.419384
Monterey Deli	499 Monterey Blvd	94127	(415) 337-8447	http://www.montereydeli.com	37.731455	-122.446492
Muka	370 Grove St	94102	(415) 701-9888	http://www.mukasf.com	37.777998	-122.422661
Morac Restaurant and Lounge	3122 16th St	94103	(415) 553-8966	http://moraclounge.com	37.76504	-122.42267
Murph's Clubhouse Pub	24 Willie Mays Plz	94107			37.778488	-122.389932
Mercado Latino Of Northern Ca	2006 Jerrold Ave	94124	(415) 282-5563		37.743306	-122.39704
Martha and Bros Coffee Co.	50 1st St	94105	(415) 371-1465	http://www.marthabros.com	37.790273	-122.398547
Mangia Tutti Ristorante	635 Clay St	94111	(415) 788-2088	http://www.mangiatuttisf.com	37.794488	-122.403731
Massimo European Catering	1099 Tennessee St	94107	(415) 585-8315	http://www.massimocatering.com	37.760399	-122.389486
Marinelli Shellfish	Pier 33	94102	(415) 391-0846	http://marinellishellfish.com	37.781062	-122.417051
Markowitz, Ken M	255 California St	94111	(415) 397-3100		37.793121	-122.399857
Macaroni Express	124 Columbus Ave	94133	(415) 217-8401	http://www.caffemacaroni.com	37.796557	-122.404566
Mamas On Washington Square	1701 Stockton St	94133	(415) 362-6421	http://www.mamas-sf.com	37.801438	-122.409455
Mambo Cafe	634 Shotwell St	94110	(415) 642-4667		37.758219	-122.415876
Muddy Waters Coffee House	262 Church St	94114	(415) 621-2233	http://www.muddywaterscoffeehouse.com	37.766652	-122.429012
Ming River Seafood Restaurant	4737 Geary Blvd	94118	(415) 221-4278	http://www.pandacountrykitchen.com	37.780437	-122.470317
Macys West Restaurants	2351 Powell St	94133	(415) 263-7239		37.806289	-122.412239
Miyoshi Sushi and Grill	914 Clement St	94118	(415) 668-1638		37.782796	-122.468808
Mandarina	535 Octavia St	94102	(415) 861-5661		37.777152	-122.424768
Michaelis Food Store	901 N Point St	94109	(415) 673-9708		37.805455	-122.422133
Mellow Mellow	549 Irving St	94122	(415) 592-8174	http://www.mellowmellowsf.com	37.763898	-122.463872
Maggie McGarry's	1353 Grant Ave	94133	(415) 399-9020	http://www.maggiemcgarrys.com	37.799424	-122.407381
Milan Pizza	606 Geary St	94102	(415) 674-1011	http://www.milanpizzasf.com	37.786751	-122.413407
Mikado Sushi	1684 Bryant St	94103	(415) 565-0988	http://www.sfmikadosushi.com	37.765851	-122.410613
McDonald's	701 3rd St	94107	(415) 278-0416	http://www.mcarizona.com/17728	37.778838	-122.392463
Martha and Brothers Coffee Company	2475 Mission St	94110	(415) 824-7717	http://www.marthabros.com	37.757465	-122.418753
Marlena's	488 Hayes St	94102	(415) 864-6672	http://www.marlenasbarsf.com	37.776688	-122.424331
Marina Sushi Bar	2020 Lombard St	94123	(415) 474-9332	http://www.marina-sushi.com	37.800105	-122.434854
MaSo	50 3rd St	94103	(415) 977-0271	http://www.masosf.com	37.786471	-122.402908
Mikkeller Bar	34 Mason St	94102	(415) 984-0279	http://mikkellerbar.com	37.783778	-122.409013
Morton's The Steakhouse	400 Post St	94102	(415) 986-5830	http://www.mortons.com	37.788373	-122.408731
My Tofu House	4627 Geary Blvd	94118	(415) 750-1818	http://www.mytofuhouse.com	37.780678	-122.469029
Mikaku Restaurant	323 Grant Ave	94108	(415) 781-6730	http://www.sushimk.com	37.790052	-122.40551
Myconos Restaurant	1431 Polk St	94109	(415) 775-7949	http://www.sfmyconos.com	37.790026	-122.420691
Martha and Brothers Coffee Company	1551 Church St	94131	(415) 648-1166	http://www.marthabros.com	37.746024	-122.42676
Minamoto Kitchoan	648 Market St	94104	(415) 989-1645	http://www.kitchoan.com	37.788518	-122.402428
Morning Brew Cafe	401 Sansome St	94111	(415) 986-4206	http://www.morningbrewsf.com	37.794086	-122.40146
Maxfeilds House Of Caffiene	398 Dolores St	94110	(415) 255-6859	http://www.maxfields.net	37.763092	-122.426399
Mariposa Baking Co.	1 Ferry Building	94111	(510) 595-0955	http://www.mariposabaking.com	37.795263	-122.393544
Matterhorn Restaurant	2323 Van Ness Ave	94109	(415) 885-6116	http://www.thematterhornrestaurant.com	37.797057	-122.423857
Mustafio's Pizza	1116 Polk St	94109	(415) 932-6779	http://www.mustafiospizza.com	37.787081	-122.419899
Mission Picnic	3275 22nd St	94110	(415) 735-3080	http://www.missionpicnic.com	37.755318	-122.420426
Marla Bakery	3619 Balboa St	94121	(415) 742-4379	http://www.marlabakery.com	37.775578	-122.497721
Monsieur Benjamin	451 Gough St	94102	(415) 403-2233	http://www.monsieurbenjamin.com	37.7774	-122.42317
Momi Toby's Revolution Cafe and Art Bar	528 Laguna St	94102	(415) 626-1508	http://momitobys.com/home.html	37.775971	-122.426113
Maven	598 Haight St	94117	(415) 829-7982	http://www.maven-sf.com	37.771957	-122.432045
Mission Chinese Food	2234 Mission St	94110	(415) 863-2800	http://missionchinesefood.com	37.761231	-122.419412
Magnolia Pub and Brewery	1398 Haight St	94117	(415) 864-7468	http://www.magnoliapub.com	37.770257	-122.445256
Mamacita	2317 Chestnut St	94123	(415) 346-8494	http://www.mamacitasf.com	37.80006	-122.441479
MKT Restaurant and Bar	757 Market St	94103	(415) 633-3838	http://www.MKTRestaurantandBar.com	37.786383	-122.404248
Maverick	3316 17th St	94110	(415) 863-3061	http://www.sfmaverick.com	37.763427	-122.41999
Mr. and Mrs. Miscellaneous	699 22nd St	94107	(415) 970-0750	http://www.mrandmrsmiscellaneous.com	37.757844	-122.38826
Mission Bowling Club	3176 17th St	94110	(415) 863-2695	http://www.missionbowlingclub.com	37.763692	-122.416774
Masa's Restaurant	648 Bush St	94108	(415) 989-7154	http://www.masasrestaurant.com	37.790308	-122.40807
Mr. Pollo	2823 Mission St	94110	(415) 374-5546	http://www.mrpollosf.com	37.751882	-122.418411
Mission Beach Cafe	198 Guerrero St	94103	(415) 861-0198	http://www.missionbeachcafesf.com	37.768085	-122.424524
Mandalay	4348 California St	94118	(415) 386-3896	http://www.mandalaysf.com	37.785152	-122.464266
Mission Rock Resort	817 Terry A Francois Blvd	94158	(415) 626-5355	http://missionrockresort.com	37.765495	-122.386699
M.Y. China	845 Market St	94103	(415) 580-3001	http://www.mychinasf.com	37.784285	-122.406192
Market and Rye	68 W Portal Ave	94127	(415) 564-5950	http://www.marketandrye.com	37.740128	-122.466698
Mas Sake	2030 Lombard St	94123	(415) 440-1505	http://www.massake.com	37.800116	-122.435223
Nag's Head	5346 Geary Blvd	94121	(415) 387-9510	http://www.barracudagroup.co.uk	37.780565	-122.476932
Napoli Pizza	1045 Polk St	94109	(415) 885-2222	http://www.napolipizzasf.com	37.786539	-122.419967
Nihon	1779 Folsom St	94103	(415) 552-4400	http://www.dajanigroup.net/establishments/nihon-whisky-lounge	37.768678	-122.415349
Naan N Curry	642 Irving St	94122	(415) 664-7225	http://www.naancurry.com	37.764173	-122.464833
Nob Hill Restaurant	999 California St	94108	(415) 392-3434	http://www.san-francisco.intercontinental.com	37.793094	-122.416995
North Beach Pizza	1462 Grant Ave	94133	(415) 433-2444	http://www.northbeachpizza.com	37.800306	-122.407498
North Beach Pizza	39 Pier	94133	(415) 433-0400	http://www.northbeachpizza.com	37.808587	-122.410138
Noriega Teriyaki House	1755 Noriega St	94122	(415) 664-7766	http://www.noriegateriyaki.com	37.753904	-122.482569
Noah's Bagels	1521 Sloat Blvd	94132	(415) 731-1700	http://www.noahs.com	37.734035	-122.488806
Nonna Rose Seafood Trattoria	2829 Taylor St	94133	(415) 359-1200	http://www.nonnarose.com	37.808887	-122.416027
Nectar	663 Haight St	94117	(415) 621-5183	https://www.facebook.com/NectarFresh	37.771627	-122.433101
New Hop Sings Restaurant	466 8th Ave	94118	(415) 668-9678		37.779658	-122.466336
New Hing Lung Restaurant	1556 Noriega St	94122	(415) 661-8860		37.754128	-122.48031
Neiman's	580 California St	94104	(415) 981-0121	http://www.neimanmarcus.com	37.792809	-122.404099
Nettie's Crab Shack	2032 Union St	94123	(415) 409-0300	http://www.nettiescrabshack.com	37.79749	-122.432817
Noah's Bagels	2075 Chestnut St	94123	(415) 775-2910	http://www.noahs.com	37.80055	-122.437416
New Luen Sing Fish Market	1207 Stockton St	94133	(415) 399-8788		37.796967	-122.40869
Nectar Wine Lounge	3330 Steiner St	94123	(415) 345-1377	http://www.nectarwinelounge.com	37.800115	-122.437714
Namu Street Stall	101 The Embarcadero	94105	(415) 386-8332		37.795388	-122.39394
Nicaragua Restaurant	3015 Mission St	94110	(415) 826-3672	http://www.nicaraguarestaurant.com	37.74874	-122.418084
Nina's Cafe	201 Fell St	94102	(415) 437-2734	http://www.ninascafe.com	37.776045	-122.421396
Nob Hill Restaurant	1 Nob Hl	94108	(415) 392-3434	http://www.masonicauditorium.com	37.791405	-122.410248
Noori Pakistani	1924 Irving St	94122	(415) 759-7007	http://noorisf.net	37.763605	-122.478702
NINKI Sushi Bar and Restaurant	1439 Taraval St	94116	(415) 664-8228	http://www.ninkisf.com	37.74262	-122.481716
Noe Valley Deli	4007 24th St	94114	(415) 824-8373		37.75133	-122.432171
Nizario's Pizza	555 Broadway	94133	(415) 743-9999		37.79779	-122.406746
Nizario's Pizza	279 Columbus Ave	94133	(415) 743-9999	http://www.nizarios.com	37.797729	-122.406624
Napoleon Super Bakery	1049 Stockton St	94108	(415) 951-8133		37.795566	-122.408336
New Lun Ting Cafe	670 Jackson St	94133	(415) 362-5667		37.796107	-122.406374
Neptune's Waterfront Grill and Bar	Pier 39	94133	(415) 434-2260	http://www.pier39restaurants.com	37.810893	-122.410781
Nipponya	1737 Post St	94115	(415) 346-0332	http://www.nipponyausa.com	37.785354	-122.43046
Noah's Bagels	2300 16th St	94103	(415) 861-2802	http://www.noahs.com	37.766034	-122.409298
New Hollywood Bakery and Restaurant	652 Pacific Ave	94133	(415) 397-9919		37.797004	-122.406495
Noe Bagel	3933 24th St	94114	(415) 643-9634		37.751433	-122.430533
Nick's Lounge	1369 Hyde St	94109	(415) 474-2319		37.79342	-122.4179
New Tree	1 Ecker Pl	94105	(415) 524-6416	http://www.newtree.com	37.790066	-122.399336
New Eritrea Restaurant and Bar	907 Irving St	94122	(415) 681-1288	http://www.neweritrearestaurant.blogspot.com	37.763859	-122.467641
Nagano Sushi	3727 Geary Blvd	94118	(415) 221-9811	http://www.naganosushi.com	37.781078	-122.459426
Nyala Restaurant	39 Grove St	94102	(415) 861-0788		37.778731	-122.416121
New Alternatives Cafe	1600 Guerrero St	94110	(415) 826-5282	http://newalternativescafe.com	37.745511	-122.422375
Naples Pizza	1192 Geneva Ave	94112	(415) 587-6499	http://www.pizzarellanaples.com	37.71418	-122.436504
New Lotus Garden	626 Grant Ave	94108			37.792969	-122.405925
Nulite Kitchen	3319 Mission St	94110	(415) 648-7722	http://www.nulitekitchen.com	37.743748	-122.420974
Nice Ventures	1736 Stockton St	94133	(415) 956-5565	http://www.niceventures.com	37.801955	-122.409357
North Beach Pizza	4787 Mission St	94112	(415) 586-1400	http://www.northbeachpizza.net	37.721768	-122.436868
New York Pizza Kitchen	127 Eddy St	94102	(415) 409-1212	http://www.nypizzakitchensf.com	37.784304	-122.409802
New Cheung Hing Restaurant	1936 Irving St	94122	(415) 566-2892		37.763548	-122.478727
Nickie's	466 Haight St	94117	(415) 255-0300	http://www.nickies.com	37.772294	-122.429879
New Taste Marketplace	500 De Haro St	94107		http://www.newtastemarketplace.org	37.763339	-122.401723
New Judnich's	2888 San Bruno Ave	94134	(415) 468-2600		37.725438	-122.402969
Nob Hill Grille Restaurant	1321 Pine St	94109	(415) 474-5985		37.789955	-122.417537
Nas Coffee	101 Spear St	94105	(415) 777-4627	http://www.fazrestaurants.com	37.792497	-122.393414
North Beach Pizza	1499 Grant Ave	94133	(415) 433-2444	http://www.northbeachpizza.com	37.800676	-122.407598
Nara Sushi	1515 Polk St	94109	(415) 567-1515	http://www.sfnarasushi.com	37.790849	-122.420824
Naan 'N' Curry	800 Van Ness Ave	94102	(415) 346-1443	http://naancurry.com	37.786257	-122.410354
Naan N Curry	533 Jackson St	94133	(415) 693-0499	http://www.naancurry.com	37.796265	-122.40457
New Delhi Restaurant	160 Ellis St	94102	(415) 397-8470	http://www.newdelhirestaurant.com	37.785413	-122.408901
Nopalito	1224 9th Ave	94122	(415) 233-9966	http://www.nopalitosf.com	37.765809	-122.466393
Neetos Cafe	71 Stevenson St	94105	(415) 546-0897	http://neetoscafe.com	37.78938	-122.399931
North Beach Pizza	3054 Taraval St	94116	(415) 242-9100	http://www.northbeachpizza.net	37.742105	-122.498903
Noble	600 Polk St	94102	(415) 525-3499	http://www.noblesf.com	37.782274	-122.41888
New World Market	5641 Geary Blvd	94121	(415) 751-8810	http://profile.29prime.com/CA/San+Francisco/Business/New+World+Market/Home.aspx	37.780184	-122.480007
Naree Thai Cuisine	1331 Polk St	94109	(415) 771-2562		37.789208	-122.420527
New Taraval Cafe	1054 Taraval St	94116	(415) 731-3816		37.743088	-122.477701
Nextcourse	Fort Mason	94102	(415) 441-7700		37.781127	-122.417102
New Orleans Original PO Boys	2545 24th St	94110	(415) 282-8906	http://www.whereyats.com	37.753036	-122.40498
North End Cafe	1441 Grant Ave	94133	(415) 956-3350		37.800096	-122.407538
New Ganges Restaurant	1710 Judah St	94122	(415) 681-4355		37.76155	-122.48042
New Ping Yuen Bakery and Restaurant	1125 Stockton St	94133	(415) 433-5571		37.796171	-122.408248
Neck of the Woods	406 Clement St	94118	(415) 387-6343	http://www.rock-it-room.com	37.783197	-122.463734
Naan N Chutney	525 Haight St	94117	(415) 255-1625	http://naannchutney.com	37.771969	-122.430865
Nespresso Boutique at Bloomingdale's	845 Market St	94103	(415) 200-1286	http://www.nespresso-us.com/boutique/region/california/san-francisco	37.784256	-122.406211
Na Ya Dessert House	5338 Geary Blvd	94121	(415) 503-7707	http://www.nayadesserthouse.com	37.780641	-122.476753
Noc Noc	557 Haight St	94117	(415) 861-5811	http://nocnocs.com	37.771946	-122.431374
Napa Ranch	280 Battery St	94111	(415) 291-8215	http://www.naparanch.net	37.794013	-122.399984
Nhu Y	411 Ellis St	94102	(415) 374-7143		37.784747	-122.413052
New Golden Turtle Vietnamese Restaurant	308 5th Ave	94118	(415) 221-5285		37.782794	-122.463519
Nama Sushi	227 King St	94107	(415) 495-2007	http://www.namasushi.net	37.777222	-122.392651
New Gourmet Mediterranean Bistro	101 4th St	94103			37.784529	-122.404182
Nan King Road Bistro	1360 9th Ave	94122	(415) 753-2900	http://www.nankingroadbistro.com	37.762903	-122.466117
Northstar Cafe	1560 Powell St	94133	(415) 397-0577	http://www.thenorthstarsf.com	37.79922	-122.410426
Nova Bar and Restaurant	555 2nd St	94107	(415) 543-2282	http://www.novabar.com	37.782493	-122.392675
New York Pizza	670 Larkin St	94109	(415) 885-9999	http://www.escapefromnewyorkpizza.com	37.784082	-122.417584
New City Bakery	2495 San Bruno Ave	94134	(415) 468-6188		37.730505	-122.404687
Nails by Lavinias	210 Post St	94108	(415) 956-1225	http://www.laviniarestaurant.ca	37.788812	-122.405546
Nas Coffee	275 Battery St	94111	(415) 986-6565		37.793953	-122.400427
Noel Martinez	4230 18th St	94114	(415) 525-4921		37.760948	-122.436588
New May Cheung	661 Clement St	94118	(415) 221-1868		37.782804	-122.46653
New Fortune Dim Sum and Coffee Shop	811 Stockton St	94108	(415) 399-1511		37.79342	-122.407793
New Asia Asian Cuisine	50 Post St	94104	(415) 956-3392	http://shopatgalleria.com/directory/menus/newasia.htm	37.789131	-122.402842
Noriega Okazu Ya Restaurant	2445 Noriega St	94122	(415) 661-5783	http://sanfrancisco.menupages.com	37.753521	-122.490012
New Aux Delices Vietnamese Restaurant	1002 Potrero Ave	94110	(415) 285-3196		37.756037	-122.406756
North Beach Pizza	1310 Grant Ave	94133	(415) 433-2444	http://www.northbeachpizza.com	37.798991	-122.407231
Nook	1500 Hyde St	94109	(415) 447-4100	http://www.cafenook.com	37.79465	-122.41804
Nob Hill Grille Restaurant	969 Hyde St	94109	(415) 474-5985	http://www.nobhillgrille.com	37.789927	-122.417272
Nubi Yogurt	1511 Sloat Blvd	94132	(415) 504-7888	http://www.nubiyogurt.com	37.733654	-122.490029
New Manor Restaurant	2675 Ocean Ave	94132	(415) 584-8098		37.732203	-122.474506
New Regent Cafe	638 Pacific Ave	94133	(415) 392-6688		37.79707	-122.406243
North America Noodle Co.	1175 Quesada Ave	94124	(415) 558-9360		37.72762	-122.381505
North India Restaurant	123 2nd St	94105	(415) 348-1234	http://northindiasf.com	37.787688	-122.399537
North China	1820 Clement St	94121	(415) 387-2208	http://www.northchinasf.com	37.782451	-122.478904
Naan Ncurry	336 Ofarrell St	94102	(415) 346-1443	http://www.naancurry.com	37.786169	-122.410393
Nick's Lighthouse	2815 Taylor St	94133	(415) 929-1300	http://www.nickslighthouse.com	37.808527	-122.415919
New Star Cafe	400 Eddy St	94109	(415) 771-9690		37.783785	-122.4143
New York Pizza Deli	3348 18th St	94110	(415) 431-6973	http://www.sfnewyorkdeli.com	37.762017	-122.418264
Nespresso Boutique Bar	90 Grant Avenue Geary St	94108	(646) 578-8152	http://www.nespresso-us.com/coffee-boutiques/region/california/san-francisco-grant	37.787697	-122.40493
New Village Cafe	1426 Polk St	94109	(415) 771-9598		37.790068	-122.420516
New Woey Loey Goey Restaurant	699 Jackson St	94133	(415) 399-0733	http://sanfrancisco.menupages.com	37.796033	-122.406585
New Green Garden	434 Broadway	94133	(415) 392-8338	http://www.greengardensf.com	37.798173	-122.404655
New Asia	772 Pacific Ave	94133	(415) 391-6666	http://www.sfnewasia.com	37.796928	-122.407991
Notes From Underground	2399 Van Ness Ave	94109	(415) 775-7638		37.797571	-122.423888
Nap's 3	3152 Mission St	94110	(415) 648-1226		37.746705	-122.419316
Nathan and Nathalie Fast Food	393 Eddy St	94102	(415) 885-3198		37.783711	-122.414024
N Bay View Cafe	6286 3rd St	94124	(415) 715-8656		37.720954	-122.396472
Nosa Ria Market	500 Laguna St	94102	(415) 529-1506	http://www.nosaria.com	37.775659	-122.425997
Napoleon Bakery and Restaurant	844 Clement St	94118	(415) 876-2727		37.782899	-122.468318
Natraj Indian Restaurant	5217 Geary Blvd	94118	(415) 831-7898		37.780353	-122.475481
Neptune's Palace Seafood Restaurant	Pier 39	94133	(415) 434-2260	http://www.pier39restaurants.com	37.808432	-122.41006
Noodle Theory	3242 Scott St	94123	(415) 359-1238	http://www.noodletheory.com	37.799694	-122.440928
North Beach Market and Deli	536 Broadway	94133	(415) 395-9155		37.797918	-122.406212
Namu	1 Ferry Building	94111	(415) 386-8332		37.795217	-122.393837
Noah's Bagels	3519 California St	94118	(415) 387-3874	http://www.noahs.com	37.786497	-122.45198
Nourish SF	4077 24th St	94114	(415) 806-5448		37.751163	-122.43353
New Royal Bakery	4773 Mission St	94112	(415) 334-7756		37.722006	-122.436709
Navin Thai Restaurant	1059 Powell St	94108	(415) 274-9948	http://www.orderatnavinthai.com	37.794485	-122.409633
North Beach Pizza	800 Stanyan St	94117	(415) 751-2300	http://www.northbeachpizza.com	37.76727	-122.453028
Nubi Yogurt	2300 16th St	94103	(415) 241-9888	http://www.nubi.com	37.766026	-122.409592
Nob Hill Masonic Center	1111 California St	94108	(415) 776-4702	http://www.masonicauditorium.com	37.791301	-122.413234
New Tsing Tao Restaurant	811 Ulloa St	94127	(415) 566-9559	http://newtsingtaorestaurant.com	37.740598	-122.46525
New August Moon	1687 22nd Ave	94122	(512) 396-7200		37.75632	-122.47985
North Point Psychic Shop	903 N Point St	94109	(415) 447-4254		37.80289	-122.44373
Noe Valley Bakery	4073 24th St	94114	(415) 550-1405	http://www.noevalleybakery.com	37.751263	-122.433395
New Land Cafe	683 Geary St	94102	(415) 567-1888		37.786596	-122.413531
Noah's Bagels	28 W Portal Ave	94127	(415) 665-8443	http://www.noahs.com	37.740548	-122.466217
Noah's Bagels	50 Drumm St	94111	(415) 693-0310	http://www.noahs.com	37.794333	-122.395712
Nizario's Pizza Valencia	535 Valencia St	94110	(415) 776-7100	http://www.nizarios.com	37.764307	-122.421714
Nile Cafe	544 Jones St	94102	(415) 409-1000	http://www.nilesf.com	37.78635	-122.413046
Nizario's Pizza	3840 Geary Blvd	94118	(415) 752-7777	http://www.nizarios.com	37.781287	-122.460743
New Bosworth Market	145 Bosworth St	94112	(415) 585-5263	http://newbosworthmarket.com	37.733415	-122.42823
Nabe	1325 9th Ave	94122	(415) 731-2658	http://www.nabesf.com	37.763523	-122.466301
Nick's Lighthouse	Fisherman S Wharf	94133	(415) 929-1300	http://nickslighthouse.com	37.80829	-122.4158
Nourish Smoothies	89 Belden Pl	94104	(415) 254-4445	http://www.nourish-smoothies.com	37.79161	-122.4039
Noe's Bar	1199 Church St	94114	(415) 282-4007		37.751762	-122.427271
New World Spices	160 Ellis St	94102	(415) 399-9799	http://newworldspices.com	37.785517	-122.408969
New Moon Restaurant	1247 Stockton St	94133	(415) 434-1128		37.797233	-122.408613
New Golden Daisy	1041 Stockton St	94108	(415) 392-0111		37.795414	-122.408243
New Great Wall Restaurant	823 Clay St	94108	(415) 398-6883		37.794222	-122.406717
New Saigon City Restaurant	434 Larkin St	94102	(415) 346-8883	http://www.goldenkimtar.com	37.781802	-122.417138
Niji Japanese Grille	50 Post St	94104	(415) 391-5588		37.789095	-122.402842
Noah's Bagels	100 Bush St	94104	(415) 433-9682	http://www.noahs.com	37.791432	-122.399714
Nena's Restaurant	3459 Mission St	94110	(415) 285-8985	http://www.forored.com/nenasrestaurant	37.741469	-122.422398
Ngoc MAI Restaurant	547 Hyde St	94109	(415) 931-4899		37.78592	-122.4164
Nob Hill Cafe	1152 Taylor St	94108	(415) 776-6500	http://www.nobhillcafe.com	37.793204	-122.412726
Noah's Bagels	2213 Fillmore St	94115	(415) 441-5396	http://www.noahs.com	37.790049	-122.434151
Nani's Coffee	2739 Geary Blvd	94118	(415) 928-8817	http://www.naniscoffee.com	37.782174	-122.448445
Nizario's Pizza	4077 18th St	94114	(415) 487-0777	http://www.nizarios.com	37.760867	-122.434454
Naked Lunch	504 Broadway	94133	(415) 577-4951	http://www.nakedlunchsf.com	37.798042	-122.405667
Noeteca	1551 Dolores St	94110	(415) 824-5524	http://www.noeteca.com	37.744609	-122.424273
Nibs	3717 Balboa St	94121	(415) 379-6468		37.775626	-122.498705
New York Deli	126 Sutter St	94104	(415) 399-0631	http://newyorkdeli.blogspot.com	37.790138	-122.403014
Noe's Bar	3782 24th St	94114	(415) 285-3212		37.751732	-122.427291
Naan N Curry	418 Beach St	94133	(415) 292-6226	http://naancurry.net	37.807491	-122.416038
Noodle Bar and Grill	631 Broadway	94133	(415) 291-8089	http://www.noodlebarandgrill.com	37.797708	-122.407498
Namu Gaji	499 Dolores St	94110	(415) 431-6268	http://www.namusf.com	37.76155	-122.42592
Nick's Crispy Tacos	1500 Broadway	94109	(415) 409-8226	http://www.rougesf.com	37.796046	-122.421897
Nopa	560 Divisadero St	94117	(415) 864-8643	http://www.nopasf.com	37.77483	-122.437611
Novela	662 Mission St	94105	(415) 896-6500	http://novelasf.com	37.786977	-122.401268
Nico	3228 Sacramento St	94115	(415) 359-1000	http://nicosf.com	37.788423	-122.446202
Nojo	231 Franklin St	94102	(415) 896-4587	http://www.nojosf.com	37.776599	-122.421275
Nopalito	306 Broderick St	94117	(415) 437-0303	http://www.nopalitosf.com	37.773291	-122.43906
Original US Restaurant	515 Columbus Ave	94133	(415) 397-5200	http://www.originalusrestaurant.com	37.79977	-122.409474
Off the Grid - Fort Mason	Laguna St	94123	(415) 425-8444	http://offthegridsf.com/markets/fort-mason-center	37.806047	-122.431793
Otis	25 Maiden Ln	94108	(415) 298-4826	http://www.otissf.com	37.788305	-122.403922
Outsiders	894 Geary St	94109	(415) 474-0556		37.786119	-122.418051
Ozone Thai	598 2nd St	94107	(415) 536-3266	http://o-zonethai.com	37.781868	-122.392395
Off the Grid: UN Plaza	1136 Market St	94102		http://www.offthegridsf.com	37.779907	-122.413769
Original First Cup	650 California St	94108	(415) 986-1277		37.793303	-122.405551
Off the Grid: Civic Center	Polk St	94102		http://www.offthegridsf.com	37.779407	-122.418267
O'farrell Street Bar	800 Larkin St	94109	(415) 567-9326	http://www.800larkin.com	37.785328	-122.417847
Osha Thai Glen Park	2922 Diamond St	94131	(415) 586-6742	http://www.oshathai.com	37.733197	-122.434306
Oozora Sake House	5120 Geary Blvd	94118	(415) 666-3923	http://oozorasakehouse.com	37.780738	-122.474424
Onigilly	343 Kearny St	94108	(415) 671-4706	http://www.onigilly.com	37.791426	-122.404147
Ono Hawaiian BBQ Sf	1501 Sloat Blvd	94132	(415) 681-6388	http://www.onohawaiianbbq.com	37.733878	-122.489094
O'connor's Bar	2629 San Bruno Ave	94134	(415) 330-9698		37.728482	-122.403858
Ox Cafe and Tea	798 S Van Ness Ave	94110	(415) 824-1838		37.760381	-122.417053
Oriental Restaurant	1063 Market St	94103	(415) 863-5229		37.780861	-122.411445
Onigilly	5 Steuart St	94105	(415) 671-4706	http://www.onigilly.blogspot.com	37.794435	-122.394698
Old Jerusalem Cafe	1340 Irving St	94122	(415) 681-1910	http://www.oldjerusalemcafe.com	37.764034	-122.47242
Osaka House	1946 Market St	94102	(415) 621-3622		37.770047	-122.42585
O Deli Jackson St	406 Jackson St	94111	(415) 956-8929		37.7967	-122.402306
Oriental Pearl Restaurant	760 Clay St	94108	(415) 433-1817	http://www.orientalpearlsf.com	37.794371	-122.405759
Olympic Flame Cafe	555 Geary St	94102	(415) 885-0984		37.786819	-122.41249
Oasis Grill	91 Drumm St	94111	(415) 781-0313	http://www.sfoasisgrill.com	37.794329	-122.396654
O Izakaya Lounge	1625 Post St	94115	(415) 614-5431	http://www.oloungesf.com	37.785552	-122.428718
Okra	28 2nd St	94105	(415) 369-9383	http://www.okrasf.com	37.788916	-122.401083
O Bistro	1243 Noriega St	94122	(415) 661-9128	https://www.facebook.com/pages/O-bistro/134624233403497?ref=stream	37.754106	-122.477258
Otoro	2638 19th Ave	94116	(415) 722-9328		37.737825	-122.475158
Ocean Quickly	1039 Ocean Ave	94112	(415) 239-9998	http://www.quicklyusa.com	37.723269	-122.453706
Oasis Convenience	215 Fremont St	94105	(415) 278-9999		37.795021	-122.396268
Owl Tree	601 Post St	94109	(415) 359-1600	http://www.owltreesf.com	37.787771	-122.411761
On the Go Coffee Stand	180 Howard St	94105	(804) 692-7378		37.790932	-122.393171
